key,zh,ms,ja,en,ko
label.gantt-task-progress,进度,kemajuan,進捗,progress,진행 상황
label.gantt-task-section,部分,seksyen,セクション,section,섹션
label.gantt-task-start-date,开始日期,tarikh mula,開始日,start date,시작 날짜
label.gantt-task-tags,标签,tag,タグ,tags,태그
label.gantt-task-title,标题,tajuk,タイトル,title,제목
label.gantt-task-type,类型,jenis,タイプ,type,유형
label.gantt-time-scale,时间轴刻度,skala masa,時間軸スケール,time scale,시간축 스케일
label.gantt-to-date,结束日期,tarikh tamat,終了日,to date,완료일
label.gauge-style,测量仪器的样式,,ゲージ スタイル,gauge style,게이지 스타일
label.gender,,Jantina,,,
label.general,,Umum,,,
label.getting_started,,Mula,,,
label.gltf-file-info,文件信息,file info.,ファイル情報,file info.,
label.gltf-info,,,,,파일정보
label.goto,转到,pergi ke,goto,goto,goto
label.gradient,渐变,,グラディエント,gradient,그라디언트
label.green,,Hijau,,,
label.grid-line,网格线,garis grid,グリッドライン,grid line,그리드 라인
label.group,组,Kumpulan,グループ,Group,그룹
label.group1,,Kumpulan 1,,,
label.group2,,Kumpulan 2,,,
label.group3,,Kumpulan 3,,,
label.group_name,,Nama Kumpulan,,,
label.guide-only,仅供建模指南,Panduan sahaja,モデリングガイド用,guide only,모델링 가이드용
label.have-questions,,Punya Soalan?,,,
label.headers,头文件,header,headers,headers,headers
label.headless-link,无头链接,pautan tanpa kepala,ヘッドレスリンク,headless link,헤드리스 링크
label.headless-link by-name,按名称生成,nama generate,名前で生成,generate by name,대상 이름을 사용하여 생성
label.headless-link query-key,查询键,kunci pertanyaan,クエリキー,query key,오브젝트형 파라미터 키이름
label.headless-link query-parameters,查询参数,parameter pertanyaan,クエリパラメータ,query parameters,파라미터
label.headless-link target-appliance,目标设备,alat sasaran,ターゲットアプライアンス,target appliance,대상 장치
label.height,高度,Ketinggian,高さ,height,높이
label.hello,,Helo,,,
label.help_center,,Pusat Bantuan,,,
label.hidden,隐藏,,非表示,hidden,숨김
label.hide,,Sembunyi,,,
label.hide-empty-stock,隐藏空库位,,空の在庫を非表示する,hide empty stock,빈 재고 숨김
label.hide-keyboard,,,,,키보드 숨기기(모바일)
label.hide-rack-frame,隐藏货架框,,ラック フレーム非表示,hide rack frame,랙 기둥 숨기기
label.high,,Tinggi,,,
label.hired-on,入职日期,diberhentikan pada,入社日,hired on,입사일
label.history,,Sejarah Cetakan,,,
label.home,首页,Laman Utama,ホーム,home,홈
label.horizontal,水平对齐,Laras Mendatar,横,horizontal,가로
label.horizontal-anchor,水平锚点,jangkar mendatar,水平アンカー,horizontal anchor,수평 기준점
label.horizontal-padding,,Pemadatan Mendatar,,,
label.hour,小时,jam,時間,hour,시간
label.hour-width,时针厚度,,時針の厚さ,Hour Width,시침 두께
label.hourly,每小时,setiap jam,時間単位,hourly,시간단위
label.hours,小时,jam,時間,hours,시간
label.hover-action,悬停操作,,ホバー アクション,hover action,호버 액션
label.hover-event,悬停事件,,ホバー イベント,Hover Event,호버 이벤트
label.href,href,,href,href,href
label.i18n-key,国际化键,kunci i18n,I18nキー,i18n key,다국어 키
label.id,ID,,ID,ID,ID
label.id-field,ID字段,medan ID,IDフィールド,ID field,ID 필드
label.identifier,识别符,Pengenal,識別子,Identifier,식별자
label.idleTimeoutMillis,空闲超时时间（毫秒）,Had Masa Tanpa Aktiviti (milisaat),アイドルタイムアウト（ミリ秒）,Idle Timeout (milliseconds),유휴 시간 제한 (밀리초)
label.ignored,,Diabaikan,,,
label.image,图片,imej,イメージ,image,이미지
label.image-box,图像框,,イメージ ボックス,Image Box,이미지 박스
label.image-selector,图片选择器,,イメージ セレクター,Image Selector,이미지 셀렉터
label.image-source,图片来源,,イメージ ソース,Source,이미지 소스
label.image-src,图像来源,sumber imej,画像ソース,image source,이미지 소스
label.image-view,图片,,イメージ,image view,이미지
label.images,图像,imej,画像,images,이미지 리스트
label.import,导入,import,読み込み,import,가져 오기
label.import-locale-file,,Import Fail Lokal,,,
label.in-text,文内,,内側の文字,in text,안쪽 글씨
label.in_progress,,Sedang Berjalan,,,
label.inactive-user,非活动用户,tidak aktif,非アクティブ,inactive,비활성
label.index-name,索引名,Nama Indeks,インデックス名,Index Name,인덱스명
label.index-type,索引类型,Jenis Indeks,インデックスタイプ,Index type,인덱스 타입
label.indigo,,Indigo,,,
label.indoor-style,内饰风格,,室内マップスタイル,indoor style,실내맵 스타일
label.influxdb.bucket,bucket,bucket,bucket,bucket,bucket
label.influxdb.measurement,measurement,measurement,measurement,measurement,measurement
label.influxdb.organization,organization,organization,organization,organization,organization
label.influxdb.point-scheme,point scheme,point scheme,point scheme,point scheme,point scheme
label.influxdb.query,query,query,query,query,query
label.influxdb.token,token,token,token,token,token
label.info,信息,Maklumat,情報,Information,정보
label.info-window,信息窗口,,情報ウィンドウ,info. window,정보창
label.information,信息,maklumat,基本情報,information,기본정보
label.init-data-endpoint,初始数据端点,titik akhir data awal,初期データエンドポイント,Initial data endpoint,초기 데이터 엔드포인트
label.initial-data,初始数据,,初期データ,initial data,초기 데이타
label.inner-circle-color,内圈颜色,,真ん中の円の色,Inner Circle Color,가운데 원 색상
label.inner-circle-fill-style,内圈填充样式,,"内側の円
塗りつぶしスタイル",inner circle fill style,"안쪽 원
채우기 스타일"
label.inner-circle-size,内圈大小,,真ん中の円のサイズ,Inner Circle Size,가운데 원 크기
label.innercircle-fillstyle,中心点样式,,内側の円塗りつぶしスタイル,innercircle fill style,안쪽 원 채우기 스타일
label.input-data,输入数据,,入力データ,input data,입력 데이타
label.input-tz,输入时区,zona masa input,入力タイムゾーン,input tz,입력 타임존
label.instance-name,实例名称,nama contoh,インスタンス名,Instance name,인스턴스 명
label.intensity,强度,intensity,強度,intensity,강도
label.intent-sensitive,意图敏感,,Intent Sensitive,Intent Sensitive,Intent Sensitive
label.intext,文本显示到内,,内側のテキスト,intext,안쪽 텍스트
label.invalid_code,,Kod Tidak Sah,,,
label.invalid_email,,E-mel Tidak Sah,,,
label.invite customer,邀请客户或合作伙伴,jemput pelanggan,顧客社パートナー招待,invite customer,고객사 파트너 초대
label.invite user,邀请用户,jemput pengguna,ユーザー招待,invite user,사용자 초대
label.is-empty,为空,,is empty,is empty,is empty
label.is-local-time,当地时间,,現地時間可否,is localtime,현지 시간 여부
label.is_disabled,,Dimatikan,,,
label.is_enabled,,Diaktifkan,,,
label.is_visible,,Dapat Dilihat,,,
label.issue_date,,Tarikh Keluaran,,,
label.italic,,Italic,,,
label.item,,Item,,,
label.item-hidden,隐藏,,非表示,hidden,숨김
label.job-position,职位,jawatan kerja,役職,job position,직급
label.job-responsibility,工作职责,tanggungjawab kerja,職務責任,job responsibility,직책
label.job_category,Job Category,Job Category,Job Category,Job Category,업무 카테고리
label.job_class,Job Class,Job Class,Job Class,Job Class,업무 구분
label.job_type,Job Type,Job Type,Job Type,Job Type,업무 유형
label.join-type,关联风格,,連結スタイル,join type,연결 스타일
label.json-data,,Data JSON,,,
label.jsonata-expression,JSonata表达式,JSonata ungkapan,JSonata式,JSonata expression,JSonata 표현식
label.key,变量ID,,変数ID,key,변수 ID
label.keyword,关键字,,キーワード,Keyword,키워드
label.label,标签,label,ラベル,label,라벨
label.label-print,标签打印,,ラベル出力,label print,라벨 출력
label.label-rotation,标签旋转,,ラベル回転,label rotation,라벨 회전
label.label-thumbnail-storage,标签图片存储位置,,ボードイメージ保存位置,Label Thumbnail Storage,보드 이미지 저장위치
label.language,语言,bahasa,言語,language,언어
label.large,,Besar,,,
label.last-name,,Nama Akhir,,,
label.last-sign-in-at,最终登录时间,,最終ログイン日時,last sign in at,마지막 로그인 일시
label.last_name,,Nama Akhir,,,
label.latitude,纬度,latitud,緯度,latitude,위도
label.layout,layout,,レイアウト,layout,레이아웃
label.left,,Kiri,,,
label.leg-color,腿色,,足の色’,leg color,다리 색상
label.legal,,Undang-Undang,,,
label.legend,图例,legenda,凡例,legend,범례
label.legend-position,图列位置,,,legend position,
label.legend-target,范例目标,,レジェンド ターゲット,Legend Target,레전드 타겟
label.level,程度,tahap,レベル,level,레벨
label.light,,Ceria,,,
label.light-type,灯光类型,light type,ライトの種類,light type,조명 타입
label.line-color,线的颜色,,ライン色,Line Color,라인 색상
label.line-dash,虚线,garis putus-putus,破線,line dash,라인대시
label.line-dash-offset,虚线偏移,pelepasan dash garis,破線オフセット,line dash offset,라인대시 오프셋
label.line-height,文本的高度,Ketinggian Garis,ラインの高さ,Line Height,라인 높이
label.line-style,线颜色,,ライン スタイル,line style,라인 스타일
label.line-tension,张力,ketegangan,緊張度,tension,긴장도
label.line-type,线类型,,線スタイル,line type,선 스타일
label.line-width,线的宽度,,ラインの広さ,Line Width,라인 넓이
label.lines,线,,ライン,Lines,라인
label.link,,Pautan,,,
label.link_to_application_settings,,Pautan ke Tetapan Aplikasi,,,
label.list,,Senarai,,,
label.locale,多语言,Lokal,ロケール,Locale,로케일
label.location,位置,Lokasi,ロケーション,location,로케이션
label.location-field,库位字段,,ロケーション フィールド,Location Field,로케이션 필드
label.location-increase-pattern,位置增加模式,,ロケーションID増加パターン,location increase pattern,로케이션 아이디 증가 패턴
label.location-pattern,位置模式,,位置パターン,location pattern,위치 패턴
label.location-radius,位置半径,jejari lokasi,位置半径,location radius,위치 반경
label.locked,锁定,,位置固定,locked,위치고정
label.locked-user,用户已锁定,dikunci,ロック,locked,잠김
label.login,登录帐户,,ログイン,Login,로그인
label.login-api-url,登录API URL,URL API log masuk,ログインAPI URL,login API URL,로그인 API URL
label.login-page-path,登录页面路径,laluan halaman log masuk,ログインページパス,login page path,로그인 페이지 경로
label.login_history,登录历史,sejarah log masuk,ログイン履歴,login history,로그인 이력
label.logout,,Log Keluar,,,
label.longitude,经度,longitud,経度,longitude,경도
label.loop,循环,,繰り返し,loop,반복
label.mac-address,MAC地址,,Macアドレス,Mac Address,Mac 주소
label.magenta,,Magenta,,,
label.main-settings,,Tetapan Utama,,,
label.major,主要,,Major,Major,Major
label.male,,Lelaki,,,
label.manager,经理,pengurus,管理者,manager,관리자
label.manual,手册,,マニュアル,manual,매뉴얼
label.map,映射,,マッピング,map,매핑
label.mapping-rule,映射规则,peraturan pemetaan,マッピング規則,mapping rule,매핑 규칙
label.margin,,Margin,,,
label.mark-as-complete,,Tanda Sebagai Selesai,,,
label.mark-as-read,,Tanda Sebagai Dibaca,,,
label.markdown,,Markdown,,,
label.mask-on-error,错误时掩码,mask dalam kes ralat,エラー時にマスク,Mask on error,오류시 마스크 적용
label.material,材料,,品目,material,품목
label.max,最大,,最大,max,최대
label.max-length,最大长度,,最大長さ,max length,최대 길이
label.max-size,队列大小,Saiz Barisan,キューサイズ,Queue Size,큐 사이즈
label.maxPoolConnection,最大连接池连接数,Sambungan Pool Maksimum,最大プール接続数,Max Pool Connection,최대 풀 연결 수
